subset_id,contrast,theta_ref,theta_contrast,beta_ref,beta_contrast,delta_logtheta,theta_percent_shift,psi
0,FFext_vs_FF22,0.2987029444849024,0.2644299412051202,0.7482041246426153,0.6869295276561173,-0.12187323919672075,-11.473942226744438,0.06093661959836037
1,FFext_vs_FF22,0.1857213417201382,0.2031783564861157,0.4912784053776201,0.567838090076865,0.08983680912541367,9.399573901573088,0.044918404562706835
2,FFext_vs_FF22,0.2128547985808646,0.2159344003097316,0.526543923306979,0.5523370411705039,0.014364422842474849,1.4468086927798662,0.007182211421237424
3,FFext_vs_FF22,0.1810808598026101,0.2097414322471086,0.4377576061946797,0.8902864259606385,0.1469318263133249,15.827499646147247,0.07346591315666245
4,FFext_vs_FF22,0.2702301276113687,0.2515403857022089,0.6985274807114304,0.6212054245596992,-0.07167036448151956,-6.91623175933902,0.03583518224075978
5,FFext_vs_FF22,0.2702173054715647,0.2097530428740114,0.4953409951566658,0.5648853021178238,-0.25329561798342076,-22.376162212125983,0.12664780899171038
6,FFext_vs_FF22,0.1853469072937272,0.2050972554214492,0.5087486423495556,0.5890377066805864,0.10125503963439739,10.65588221357412,0.05062751981719869
7,FFext_vs_FF22,0.201017778368172,0.2493961933893648,0.5996119669243785,0.562251989240007,0.21564941631499926,24.066734501754272,0.10782470815749963
8,FFext_vs_FF22,0.1766887783681694,0.2688391278279268,0.5282442235910204,0.7508813834957727,0.4197232922708285,52.154047535346095,0.20986164613541425
9,FFext_vs_FF22,0.1896620509224224,0.2100880371982837,0.4789859115185732,0.7622313697629016,0.10228285854460782,10.769674890954416,0.05114142927230391
0,NF28_vs_FF22,0.2987029444849024,0.1390012291210003,0.7482041246426153,0.4071367930732193,-0.7649668071509854,-53.46506230104272,0.3824834035754927
1,NF28_vs_FF22,0.1857213417201382,0.1261462709959518,0.4912784053776201,0.3657531269666831,-0.38680527297972683,-32.07766548120223,0.19340263648986342
2,NF28_vs_FF22,0.2128547985808646,0.1460838770642348,0.526543923306979,0.417031310265909,-0.37642927925895464,-31.369234784370235,0.18821463962947732
3,NF28_vs_FF22,0.1810808598026101,0.1279072166765787,0.4377576061946797,0.3949308832360976,-0.34763853938819,-29.364585072102113,0.173819269694095
4,NF28_vs_FF22,0.2702301276113687,0.121705834300881,0.6985274807114304,0.3396912950961252,-0.7976669815946026,-54.96215193447558,0.3988334907973013
5,NF28_vs_FF22,0.2702173054715647,0.1460838760645594,0.4953409951566658,0.4170313148125092,-0.6150455200292261,-45.93837141199235,0.30752276001461304
6,NF28_vs_FF22,0.1853469072937272,0.1214194469293626,0.5087486423495556,0.311222311578458,-0.42297818902297263,-34.490707882735805,0.21148909451148631
7,NF28_vs_FF22,0.201017778368172,0.1437337156591402,0.5996119669243785,0.3960887397785818,-0.33543096285120794,-28.497013136874784,0.16771548142560397
8,NF28_vs_FF22,0.1766887783681694,0.1224080941450569,0.5282442235910204,0.328900834813766,-0.36702937409276076,-30.72107053114993,0.18351468704638038
9,NF28_vs_FF22,0.1896620509224224,0.1322619786543868,0.4789859115185732,0.3653049372536459,-0.3604591666032089,-30.264395006207113,0.18022958330160446
